,0,1
0,0.41263766389248596,0.4729214077697958
1,0.4869362489262603,0.5050873397426899
2,0.6655299836201535,0.6510545438243474
3,0.5272370516473185,0.4001248771575662
4,0.5713934257968679,0.46209961865431004
5,0.7311288271577676,0.6699574689944153
6,0.6400511945039685,0.3620594281776809
7,0.6376900652523498,0.4136676866810969
8,0.7478911400827043,0.660489169674556
9,0.5709838883812237,0.5935472240956093
10,0.6472256162725666,0.643395074435982
11,0.7434606434840514,0.7542137751166925
12,0.6554617455247231,0.5404516118513685
13,0.7026428339601853,0.6171694349806116
14,0.771685670694093,0.7376898227348869
15,0.7504417115105112,0.537260149265796
16,0.7620374121911861,0.6265578907629026
17,0.7970574462043194,0.7545983329387813
18,0.7292135278373512,0.75657278191904
19,0.7443686570890155,0.7563299519866965
20,0.7584593169532619,0.7847185710351757
21,0.780187208109158,0.7265729928031258
22,0.7767280448442492,0.7327362785178759
23,0.7804003441638282,0.7606289860003572
24,0.8019142897428453,0.7069327274980738
25,0.7928113849805756,0.7168992104905555
26,0.789432418994239,0.7671426934841552
27,0.7546494121915471,0.7558739723957767
